BuildingName,BuildingAddress,BuildingType,BuildingSize,PublicSector,YearObtainedTOP_CSC,GreenMarkYearofAward,GreenMarkRating,GreenMarkStatus,GrossFloorArea_M2,PercentageOfAirconditionedFloorArea,AverageMonthlyBuildingOccupancyRate_percentage,NumberOfHotelRooms,TypeOfAirconditioningSystem,AgeOfNewestChiller_Airconditioner,CentralisedAirconditioningPlantEfficiency_kWRT,YearOfLastChillerPlantAuditHealthCheck,PercentageUsageOfLED,InstallationOfSolarPV,EUI2015_kWhM2Yr,EUI2016_kWhM2Yr,EUI2017_kWhM2Yr,EUIPerformanceComparedToPreviousYear,Benchmarking_EUI_Quartile,VoluntaryDisclosure,BuildingAge,TotalEnergy2017
,"31 LORONG 8 GEYLANG, SINGAPORE 399095",Hotel,Small,No,1998,,Not Certified,No,1520,55,75,43,"Others (Split Units, Unitary Systems)",1,,,100,N,136.1,124.2,131.7,Worsened,Top Quartile,Y,20,200183.99999999997
THE URA CENTRE,"45 MAXWELL ROAD, SINGAPORE 069118",Office Building,Large,Yes,2005,2011,GoldPlus,Yes,38240,97,96,,Water Cooled Chilled Water Plant,5,0.63,2017,2,Y,215.2,207.7,215.3,Worsened,3rd Quartile,Y,13,8233072
TWIN HEIGHTS,"350 BALESTIER ROAD, SINGAPORE 329779",Retail Building,Large,No,1999,,Not Certified,No,16678,96,90,,Water Cooled Chilled Water Plant,17,,,0,N,384,398.3,368,Improved,2nd Quartile,Y,19,6137504
20 COLLYER QUAY,"20 COLLYER QUAY, SINGAPORE 049319",Office Building,Large,No,1985,2013,Certified,Yes,34736,80,96,,Water Cooled Chilled Water Plant,3,0.9,2013,30,N,212.9,217,193.2,Improved,3rd Quartile,Y,33,6710995.199999999
HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,"11 CAVENAGH ROAD, SINGAPORE 229616",Hotel,Large,No,1985,,Not Certified,No,31251,100,96,324,Water Cooled Chilled Water Plant,15,0.75,,60,N,249.6,252,258.8,Worsened,2nd Quartile,Y,33,8087758.800000001
CHENN LEONN BUILDING,"5 ALIWAL STREET, SINGAPORE 199898",Office Building,Small,No,1995,,Not Certified,No,430,100,80,,"Others (Split Units, Unitary Systems)",5,,,10,N,124.9,99.7,101.7,Worsened,Top Quartile,Y,23,43731
CHENN LEONN BUILDING,"7 ALIWAL STREET, SINGAPORE 199900",Office Building,Small,No,1995,,Not Certified,No,409,100,80,,"Others (Split Units, Unitary Systems)",5,,,10,N,120.4,113.2,107.7,Improved,Top Quartile,Y,23,44049.3
CHENN LEONN BUILDING,"1 ALIWAL STREET, SINGAPORE 199894",Office Building,Small,No,1995,,Not Certified,No,414,100,80,,"Others (Split Units, Unitary Systems)",18,,,10,N,154.1,97.4,228.8,Worsened,3rd Quartile,Y,23,94723.20000000001
CHENN LEONN BUILDING,"3 ALIWAL STREET, SINGAPORE 199896",Office Building,Small,No,1995,,Not Certified,No,440,100,80,,"Others (Split Units, Unitary Systems)",5,,,10,N,191.9,149.5,120,Improved,Top Quartile,Y,23,52800
ODEON TOWERS,"331 NORTH BRIDGE ROAD, SINGAPORE 188720",Office Building,Large,No,1992,,Not Certified,No,23236,79,97,,Water Cooled Chilled Water Plant,11,,,0,N,283.6,270.9,251.4,Improved,Bottom Quartile,Y,26,5841530.4
FABER HOUSE,"230 ORCHARD ROAD, SINGAPORE 238854",Office Building,Small,No,1978,,Not Certified,No,6521,80,95,,Water Cooled Chilled Water Plant,14,,,0,N,237.1,233.9,224.8,Improved,3rd Quartile,Y,40,1465920.8
KINGS CENTRE,"390 HAVELOCK ROAD, SINGAPORE 169662",Office Building,Small,No,1998,2017,Platinum,Yes,10852,77,90,,Water Cooled Chilled Water Plant,4,0.62,2013,28,Y,231.7,230.1,218.6,Improved,3rd Quartile,Y,20,2372247.1999999997
CUPPAGE PLAZA,"5 KOEK ROAD, SINGAPORE 228796",Retail Building,Small,No,1983,,Not Certified,No,14571,55,90,,Water Cooled Chilled Water Plant,10,0.65,2013,0,N,304.8,302.1,308,Worsened,2nd Quartile,Y,35,4487868
NEWTON 200,"200 NEWTON ROAD, SINGAPORE 307983",Office Building,Small,No,2008,,Not Certified,No,4027,98,100,,"Others (Split Units, Unitary Systems)",7,,,28,N,242.9,214.2,207,Improved,3rd Quartile,Y,10,833589
NOVOTEL SINGAPORE CLARKE QUAY,"177A RIVER VALLEY ROAD, SINGAPORE 179031",Hotel,Large,No,1983,2013,GoldPlus,Yes,28548,85,91,403,Water Cooled Chilled Water Plant,3,0.54,2016,90,N,270.1,256.9,244.6,Improved,2nd Quartile,Y,35,6982840.8
,,Office Building,Small,,,,,No,,,,,,,,,,,251,263.8,182.4,Improved,2nd Quartile,N,,
SOUTH EASTERN ENVIRONMENT HEALTH OFFICE,"70 TANNERY LANE, SINGAPORE 347810",Office Building,Small,Yes,1974,,Not Certified,No,2720,72,100,,"Others (Split Units, Unitary Systems)",2,,,0,N,102.7,103.5,101.1,Improved,Top Quartile,Y,44,274992
FAMILY LINK @ LENGKOK BAHRU,"8 LENGKOK BAHRU, SINGAPORE 159052",Office Building,Small,Yes,2009,2009,Certified,Yes,6898,18,85,,"Others (Split Units, Unitary Systems)",8,,,0,N,102.1,108.6,111.7,Worsened,Top Quartile,Y,9,770506.6
,"1001 UPPER SERANGOON ROAD, SINGAPORE 534739",Mixed Development,,No,1995,,Not Certified,No,966,37,100,,Water Cooled Packaged Unit,20,,,0,N,154.7,166.5,154,Improved,Top Quartile,Y,23,148764
,"175A CHIN SWEE ROAD, SINGAPORE 169879",Hotel,Small,No,2008,,Not Certified,No,6086,89,70,140,Water Cooled Packaged Unit,,,,70,N,332.8,345.2,378,Worsened,Bottom Quartile,Y,10,2300508
FORTUNE CENTRE,"190 MIDDLE ROAD, SINGAPORE 188979",Office Building,Large,No,1985,2015,Gold,Yes,25021,83,98,,Water Cooled Chilled Water Plant,20,0.59,2015,80,N,232,188.8,189,Worsened,2nd Quartile,Y,33,4728969
,,Office Building,Large,,,,,Yes,,,,,,,,,,,121.5,117.3,123.6,Worsened,Top Quartile,N,,
,,Hotel,Large,,,,,Yes,,,,,,,,,,,268.2,265.3,275.6,Worsened,3rd Quartile,N,,
,,Educational Institution,,,,,,No,,,,,,,,,,,69.5,138.6,127.6,Improved,,,,
BUKIT PANJANG PLAZA,"1 JELEBU ROAD, SINGAPORE 677743",Retail Building,Large,No,1997,2017,GoldPlus,Yes,22998,99,100,,Water Cooled Chilled Water Plant,2,0.7,2017,94,N,617.8,621.9,591.6,Improved,Bottom Quartile,Y,21,13605616.8
HOTEL SUPREME,"15 KRAMAT ROAD, SINGAPORE 228750",Hotel,Small,No,1972,,Not Certified,No,3499,70,90,86,Water Cooled Packaged Unit,8,,,0,N,226.7,229.1,217.9,Improved,2nd Quartile,Y,46,762432.1
,"16 INTERNATIONAL BUSINESS PARK, SINGAPORE 609929",Office Building,Small,No,2002,,Not Certified,No,6359,87,100,,Air Cooled Chilled Water Plant,1,,,1,N,173.6,152.1,151.3,Improved,2nd Quartile,Y,16,962116.7000000001
PSA BUILDING,"460 ALEXANDRA ROAD, SINGAPORE 119963",Office Building,Large,No,1986,2015,GoldPlus,Yes,79650,94,100,,Water Cooled Chilled Water Plant,6,0.71,2016,36,N,249.9,246.9,234.9,Improved,3rd Quartile,Y,32,18709785
MAPLETREE ANSON,"60 ANSON ROAD, SINGAPORE 079914",Office Building,Large,No,2009,2016,Platinum,Yes,35657,92,100,,Water Cooled Chilled Water Plant,8,0.64,2016,0,N,207.4,223.1,215.2,Improved,3rd Quartile,Y,9,7673386.399999999
ROYAL ONE PHILLIP,"1 PHILLIP STREET, SINGAPORE 048692",Office Building,Small,No,1992,,Not Certified,No,5000,70,98,,Water Cooled Chilled Water Plant,4,,,10,N,144.3,136.1,118.3,Improved,Top Quartile,Y,26,591500
ROYAL GROUP BUILDING,"3 PHILLIP STREET, SINGAPORE 048693",Office Building,Small,No,1996,,Not Certified,No,10580,95,98,,"Others (Split Units, Unitary Systems)",4,,,20,N,216.1,210,205.1,Improved,3rd Quartile,Y,22,2169958
SANTA GRAND HOTEL LAI CHUN YUEN,"25 TRENGGANU STREET, SINGAPORE 058476",Hotel,Small,No,2011,,Not Certified,No,3000,68,100,80,"Others (Split Units, Unitary Systems)",7,,,40,N,222.4,220.8,228.9,Worsened,2nd Quartile,Y,7,686700
,"158 CECIL STREET, SINGAPORE 069545",Office Building,Small,No,2009,2015,Gold,Yes,11977,83,90,,"Others (Split Units, Unitary Systems)",5,,,0,N,225.8,252.6,224.9,Improved,3rd Quartile,Y,9,2693627.3000000003
WILMER PLACE,"50 ARMENIAN STREET, SINGAPORE 179938",Office Building,Small,No,1998,,Not Certified,No,1757,58,85,,"Others (Split Units, Unitary Systems)",0,,,0,N,189.9,150.3,149,Improved,2nd Quartile,Y,20,261793
CECIL COURT,"138 CECIL STREET, SINGAPORE 069538",Office Building,Small,No,1986,,Not Certified,No,10917,73,96,,Water Cooled Chilled Water Plant,30,,,0,N,169.1,170.7,197.5,Worsened,3rd Quartile,Y,32,2156107.5
,,Office Building,Small,,,,,No,,,,,,,,,,,256.1,258.6,256,Improved,3rd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,107.2,134.2,148.8,Worsened,2nd Quartile,N,,
VILLAGE HOTEL KATONG,"25 MARINE PARADE, SINGAPORE 449536",Hotel,Large,No,2013,2013,Certified,Yes,22540,95,83,229,Water Cooled Chilled Water Plant,3,0.73,2016,90,N,213.3,210.6,207.4,Improved,Top Quartile,Y,5,4674796
MEWAH BUILDING,"5 INTERNATIONAL BUSINESS PARK, SINGAPORE 609914",Office Building,Small,No,1995,,Not Certified,No,7433,64,100,,Water Cooled Packaged Unit,,1.41,2012,80,N,137.6,139.2,130.7,Improved,Top Quartile,Y,23,971493.0999999999
THE ARCADE,"11 COLLYER QUAY, SINGAPORE 049317",Office Building,Large,No,1983,,Not Certified,No,19928,73,98,,Water Cooled Packaged Unit,0,0.83,2017,0,N,263.4,272.3,252.8,Improved,Bottom Quartile,Y,35,5037798.4
THE CO BUILDING,"75 HIGH STREET, SINGAPORE 179435",Office Building,Small,No,2009,,Not Certified,No,2372,68,65,,"Others (Split Units, Unitary Systems)",8,,,20,N,148.1,148,135.6,Improved,2nd Quartile,Y,9,321643.2
,,Hotel,Large,,,,,No,,,,,,,,,,,584.2,586.7,571.2,Improved,Bottom Quartile,N,,
LIANG SEAH PLACE,"1 LIANG SEAH STREET, SINGAPORE 189022",Mixed Development,,No,1997,,Not Certified,No,2539,91,98,,"Others (Split Units, Unitary Systems)",10,,,0,N,517.7,499.2,515.1,Worsened,Bottom Quartile,Y,21,1307838.9000000001
CONCORDE SHOPPING CENTRE,"317 OUTRAM ROAD, SINGAPORE 169075",Hotel,Large,No,1986,,Not Certified,No,54042,78,94,515,Water Cooled Chilled Water Plant,6,,,0,N,287.6,288.7,267.1,Improved,2nd Quartile,Y,32,14434618.200000001
SINGAPORE POST CENTRE,"10 EUNOS ROAD 8, SINGAPORE 408600",Office Building,Large,No,1999,,Not Certified,No,137134,97,99,,Water Cooled Chilled Water Plant,10,0.63,,0,N,176.5,145.9,164.4,Worsened,2nd Quartile,Y,19,22544829.6
TANGLIN PLACE,"91 TANGLIN ROAD, SINGAPORE 247918",Office Building,Small,No,1991,,Not Certified,No,4225,77,97,,Water Cooled Chilled Water Plant,1,0.64,2016,0,N,306.8,244.6,223,Improved,3rd Quartile,Y,27,942175
TANGLIN MALL,"163 TANGLIN ROAD, SINGAPORE 247933",Retail Building,Large,No,1994,,Not Certified,No,21267,94,100,,Water Cooled Chilled Water Plant,6,0.65,2012,30,N,553.5,542.9,522.8,Improved,Bottom Quartile,Y,24,11118387.6
,,Office Building,Large,,,,,Yes,,,,,,,,,,,154.1,159.6,156.6,Improved,2nd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,212.7,193.2,188.8,Improved,3rd Quartile,N,,
SINGAPORE POOLS BUILDING,"210 MIDDLE ROAD, SINGAPORE 188994",Office Building,Small,No,2013,2013,GoldPlus,Yes,13121,96,100,,Water Cooled Chilled Water Plant,4,0.67,2016,2,N,256.2,276.2,264.4,Improved,Bottom Quartile,Y,5,3469192.4
THE DAULAT,"16 MADRAS STREET, SINGAPORE 208413",Hotel,Small,No,2013,,Not Certified,No,519,100,52,16,"Others (Split Units, Unitary Systems)",2,,,20,N,259.3,280.6,323.3,Worsened,3rd Quartile,Y,5,167792.7
THE SIGNATURE,"51 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486066",Office Building,Large,No,2002,2016,Gold,Yes,47410,69,90,,District Cooling Plant,5.35,,,10,N,115.5,128.1,131.9,Worsened,Top Quartile,Y,16,6253379
,,Office Building,Small,,,,,No,,,,,,,,,,,140.4,140.9,139.6,Improved,2nd Quartile,N,,
DYNASTY TRAVEL HUB,"35 NEW BRIDGE ROAD, SINGAPORE 059395",Office Building,Small,No,1998,,Not Certified,No,1016,98,100,,"Others (Split Units, Unitary Systems)",8,,,0,N,349.8,364.5,340.7,Improved,Bottom Quartile,Y,20,346151.2
SOLARIS,"1 FUSIONOPOLIS WALK, SINGAPORE 138628",Office Building,Large,No,2010,2015,Platinum,Yes,51282,80,93,1,District Cooling Plant,0,,,0,N,136,126.6,126.6,Improved,Top Quartile,Y,8,6492301.199999999
ONE GEORGE STREET,"1 GEORGE STREET, SINGAPORE 049145",Office Building,Large,No,2004,2014,GoldPlus,Yes,51661,81,89,,Water Cooled Chilled Water Plant,10,0.71,,17,N,236.9,215.4,210.2,Improved,3rd Quartile,Y,14,10859142.2
,"67 QUEEN STREET, SINGAPORE 188546",Office Building,Small,No,1991,,Not Certified,No,11254,100,99,,"Others (Split Units, Unitary Systems)",2,,,100,N,323.5,330.4,376.6,Worsened,Bottom Quartile,Y,27,4238256.4
,,Office Building,Large,,,,,Yes,,,,,,,,,,,105,171.4,173.7,Worsened,2nd Quartile,N,,
,,Office Building,Large,,,,,Yes,,,,,,,,,,,192.2,191.5,193.7,Worsened,3rd Quartile,N,,
TWENTY ANSON,"20 ANSON ROAD, SINGAPORE 079912",Office Building,Large,No,2009,2015,Platinum,Yes,23418,92,98,,Water Cooled Chilled Water Plant,7,0.65,2016,0,N,232.2,235,205.3,Improved,3rd Quartile,Y,9,4807715.4
RAFFLES CITY SHOPPING CENTRE,"252 NORTH BRIDGE ROAD, SINGAPORE 179103",Mixed Development,,No,1986,2017,GoldPlus,Yes,240130,90,99,2031,Water Cooled Chilled Water Plant,14,0.75,2016,15,N,513.2,500.4,466.3,Improved,Bottom Quartile,Y,32,111972619
HSBC BUILDING,"21 COLLYER QUAY, SINGAPORE 049320",Office Building,Large,No,1982,2013,Certified,Yes,25879,77,100,,Water Cooled Chilled Water Plant,12,0.72,2016,10,N,279.3,244.9,226.4,Improved,3rd Quartile,Y,36,5859005.600000001
CAPITAL TOWER,"168 ROBINSON ROAD, SINGAPORE 068912",Office Building,Large,No,2000,2013,Platinum,Yes,95555,78,99,,Water Cooled Chilled Water Plant,0,0.64,2015,25,N,280.6,273.3,268.5,Improved,Bottom Quartile,Y,18,25656517.5
,"30 HILL STREET, SINGAPORE 179360",Office Building,Small,No,2000,2016,Gold,Yes,11427,86,96,,Air Cooled Chilled Water Plant,1,0.63,,0,N,341.5,266.3,219.4,Improved,3rd Quartile,Y,18,2507083.8000000003
CHAMPION HOTEL,"60 JOO CHIAT ROAD, SINGAPORE 427726",Hotel,Small,No,1988,,Not Certified,No,2185,90,65,81,"Others (Split Units, Unitary Systems)",5,,,100,N,355.6,309.1,349,Worsened,Bottom Quartile,Y,30,762565
,,Office Building,Large,,,,,Yes,,,,,,,,,,,219.9,193.1,174.7,Improved,2nd Quartile,N,,
CHIN KANG BUILDING,"29 BUKIT PASOH ROAD, SINGAPORE 089843",Office Building,Small,No,1928,,Not Certified,No,1175,85,100,,"Others (Split Units, Unitary Systems)",6,,,0,N,119,96.1,86.6,Improved,Top Quartile,Y,90,101755
,,Hotel,Small,,,,,No,,,,,,,,,,,124.2,124.7,120.5,Improved,Top Quartile,N,,
,,Hotel,Small,,,,,No,,,,,,,,,,,254.8,262.8,272.1,Worsened,3rd Quartile,N,,
,"112 SIMS AVENUE, SINGAPORE 387436",Hotel,Small,No,1998,,Not Certified,No,1094,68,50,58,"Others (Split Units, Unitary Systems)",5,,,0,N,350.2,312.1,283.1,Improved,3rd Quartile,Y,20,309711.4
KHENG CHIU BUILDING,"47 BEACH ROAD, SINGAPORE 189683",Office Building,Small,No,1962,,Not Certified,No,2602,70,75,,"Others (Split Units, Unitary Systems)",9,,,0,N,85,71.7,60.7,Improved,Top Quartile,Y,56,157941.4
MALACCA CENTRE,"20 MALACCA STREET, SINGAPORE 048979",Office Building,Small,No,1984,,Not Certified,No,4359,76,93,,"Others (Split Units, Unitary Systems)",1,,,5,N,200.4,197.7,151.7,Improved,2nd Quartile,Y,34,661260.2999999999
BUGIS POINT,"530 NORTH BRIDGE ROAD, SINGAPORE 188747",Retail Building,Small,No,2005,,Not Certified,No,1576,92,100,,"Others (Split Units, Unitary Systems)",6,,,5,N,273.4,373.7,323.8,Improved,2nd Quartile,Y,13,510308.80000000005
,,Office Building,Small,,,,,No,,,,,,,,,,,153.4,159.9,152.1,Improved,2nd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,314.5,331.9,293.3,Improved,Bottom Quartile,N,,
,,Retail Building,Small,,,,,No,,,,,,,,,,,213.1,265.7,232.7,Improved,2nd Quartile,N,,
BUGIS JUNCTION,"230 VICTORIA STREET, SINGAPORE 188024",Mixed Development,,No,1994,2014,Platinum,Yes,119035,0,100,406,Water Cooled Chilled Water Plant,3,0.63,,18,N,401.4,393.1,381.8,Improved,Bottom Quartile,Y,24,45447563
AMARIS BY SANTIKA,"21 MIDDLE ROAD, SINGAPORE 188931",Hotel,Small,No,2012,,Not Certified,No,937,76,70,38,"Others (Split Units, Unitary Systems)",3,,,100,N,224,220.6,192.7,Improved,2nd Quartile,Y,6,180559.9
TANGLIN SHOPPING CENTRE,"19 TANGLIN ROAD, SINGAPORE 247909",Mixed Development,,No,1970,,Not Certified,No,24377,92,80,,Water Cooled Chilled Water Plant,13,,,10,N,258,251.2,218.8,Improved,2nd Quartile,Y,48,5333687.600000001
,,Hotel,Small,,,,,No,,,,,,,,,,,248.7,259,292.6,Worsened,3rd Quartile,N,,
,,Office Building,Small,,,,,No,,,,,,,,,,,222.4,223,249.2,Worsened,3rd Quartile,N,,
,"20 LORONG 17 GEYLANG, SINGAPORE 388575",Hotel,Small,No,2000,,Not Certified,No,2654,77,75,86,"Others (Split Units, Unitary Systems)",12,,,0,N,280.9,267.3,265.7,Improved,3rd Quartile,Y,18,705167.7999999999
TUNG ANN ASSOCIATION BUILDING,"141 CECIL STREET, SINGAPORE 069541",Office Building,Small,No,1988,,Not Certified,No,5934,13,90,,Water Cooled Chilled Water Plant,8,1.33,,20,N,195.4,183.8,157.8,Improved,2nd Quartile,Y,30,936385.2000000001
BUGIS+,"201 VICTORIA STREET, SINGAPORE 188067",Retail Building,Large,No,2009,2017,Platinum,Yes,27629,99,100,,Water Cooled Chilled Water Plant,5,,,10,N,531.8,538.7,501.5,Improved,3rd Quartile,Y,9,13855943.5
,"44 LORONG 6 GEYLANG, SINGAPORE 399199",Hotel,Small,No,1996,,Not Certified,No,1031,97,70,56,"Others (Split Units, Unitary Systems)",0,,,0,N,214.1,234.9,265.8,Worsened,3rd Quartile,Y,22,274039.8
,"12 LORONG 10 GEYLANG, SINGAPORE 399045",Hotel,Small,No,1995,,Not Certified,No,820,100,70,28,"Others (Split Units, Unitary Systems)",5,,,0,N,139.4,157.4,162.5,Worsened,Top Quartile,Y,23,133250
,"14 LORONG 10 GEYLANG, SINGAPORE 399047",Hotel,Small,No,1998,,Not Certified,No,874,100,70,43,"Others (Split Units, Unitary Systems)",5,,,0,N,194,208.3,224,Worsened,2nd Quartile,Y,20,195776
,"18 JALAN MOLEK, SINGAPORE 399535",Hotel,Small,No,1999,,Not Certified,No,1000,85,60,36,"Others (Split Units, Unitary Systems)",3,,,0,N,125.6,120.9,124,Worsened,Top Quartile,Y,19,124e3
GREEN WORLD,"3 SENG POH ROAD, SINGAPORE 168891",Hotel,Small,No,2000,,Not Certified,No,2954,100,65,76,"Others (Split Units, Unitary Systems)",4,,,95,N,335.1,349.5,361.4,Worsened,Bottom Quartile,Y,18,1067575.5999999999
MALACCA HOTEL,"97 STILL ROAD, SINGAPORE 423988",Hotel,Small,No,1960,,Not Certified,No,690,81,80,29,"Others (Split Units, Unitary Systems)",5,,,90,N,328.9,325.9,316.2,Improved,3rd Quartile,Y,58,218178
,"12 TECK LIM ROAD, SINGAPORE 088387",Hotel,Small,No,1995,,Not Certified,No,1040,77,50,42,"Others (Split Units, Unitary Systems)",4,,,0,N,163.1,180.7,144.2,Improved,Top Quartile,Y,23,149968
,,Hotel,Small,,,,,No,,,,,,,,,,,117.2,114.9,97.1,Improved,Top Quartile,N,,
,,Hotel,Small,,,,,No,,,,,,,,,,,323.1,326.6,316.5,Improved,3rd Quartile,N,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,103.7,106.4,103.7,Improved,,,,
,,Educational Institution,,,,,,Yes,,,,,,,,,,,123.2,126.7,103.2,Improved,,,,
,,Educational Institution,,,,,,No,,,,,,,,,,,312.1,306.1,286.5,Improved,,,,
SENTOSA DEVELOPMENT CORPORATION OFFICE,"39 ARTILLERY AVENUE, SINGAPORE 099958",Office Building,Small,No,2017,,Not Certified,No,5345,71,100,,"Others (Split Units, Unitary Systems)",0,,,90,N,216.1,207.3,206.8,Improved,3rd Quartile,Y,1,1105346
,"33 ALLANBROOKE ROAD, SINGAPORE 099981",Office Building,Small,No,1977,,Not Certified,No,2121,87,100,,"Others (Split Units, Unitary Systems)",5,,,0,N,69,90.8,136.1,Worsened,2nd Quartile,Y,41,288668.1
,"35 ALLANBROOKE ROAD, SINGAPORE 099982",Office Building,Small,No,2007,,Not Certified,No,1234,100,100,,"Others (Split Units, Unitary Systems)",5,,,0,N,15.5,81,96,Worsened,Top Quartile,Y,11,118464
,"1 COVE AVENUE, SINGAPORE 098537",Office Building,Small,No,2006,2012,Gold,Yes,3055,63,40,,"Others (Split Units, Unitary Systems)",11,,,60,N,546.4,572.9,561.5,Improved,Bottom Quartile,Y,12,1715382.5
,"410 NORTH BRIDGE ROAD, SINGAPORE 188726",Office Building,Small,No,1991,,Not Certified,No,3038,77,100,,Air Cooled Chilled Water Plant,1,,,100,N,184.7,40.4,149.4,Worsened,2nd Quartile,Y,27,453877.2
,"2 TAN QUEE LAN STREET, SINGAPORE 188091",Retail Building,Small,No,1997,,Not Certified,No,1000,40,60,5,Water Cooled Packaged Unit,10,,,0,N,137.3,167.1,201.1,Worsened,2nd Quartile,Y,21,201100
,,Healthcare Facility,,,,,,Yes,,,,,,,,,,,349.8,367,360,Improved,,,,
,,Healthcare Facility,,,,,,No,,,,,,,,,,,376.5,363.2,373,Worsened,,,,
HOTEL CLOVER 7 HONGKONG STREET,"7 HONGKONG STREET, SINGAPORE 059650",Hotel,Small,No,2016,,Not Certified,No,663,100,78,27,"Others (Split Units, Unitary Systems)",1,,,50,N,27,214.5,278.2,Worsened,3rd Quartile,Y,2,184446.6
HOTEL CLOVER 769 NORTH BRIDGE ROAD,"769 NORTH BRIDGE ROAD, SINGAPORE 198737",Hotel,Small,No,2017,,Not Certified,No,996,100,1,35,Air Cooled Chilled Water Plant,0,,,0,N,215.6,78.9,271.7,Worsened,3rd Quartile,Y,1,270613.2
BENCOOLEN RESIDENCES,"51 BENCOOLEN STREET, SINGAPORE 189630",Hotel,Large,No,2004,,Not Certified,No,9336,23,70,107,"Others (Split Units, Unitary Systems)",12,,,30,N,202.5,206.4,207.1,Worsened,Top Quartile,Y,14,1933485.5999999999
DORSETT SINGAPORE,"333 NEW BRIDGE ROAD, SINGAPORE 088765",Hotel,Large,No,2013,,Not Certified,No,11584,88,80,285,Water Cooled Chilled Water Plant,5,0.8,,92,N,264.3,269.5,268.1,Improved,3rd Quartile,Y,5,3105670.4000000004
AVARI CENTRE,"683 GEYLANG ROAD, SINGAPORE 389685",Office Building,Small,No,2000,,Not Certified,No,726,82,100,,"Others (Split Units, Unitary Systems)",4,,,0,N,81.6,77.1,70.6,Improved,Top Quartile,Y,18,51255.6
,,Educational Institution,,,,,,No,,,,,,,,,,,45.6,52.6,62.1,Worsened,,,,
,,Office Building,Large,,,,,Yes,,,,,,,,,,,635.1,655.1,657.1,Worsened,Bottom Quartile,N,,
GREAT EASTERN @ CHANGI,"200 CHANGI ROAD, SINGAPORE 419734",Office Building,Large,No,2005,,Not Certified,No,24707,71,100,,Air Cooled Chilled Water Plant,12,1.58,2015,0,N,115.9,113.9,109.1,Improved,Top Quartile,Y,13,2695533.6999999997
GREAT EASTERN HOUSE,"49 BEACH ROAD, SINGAPORE 189685",Office Building,Small,No,1999,,Not Certified,No,2295,81,100,,"Others (Split Units, Unitary Systems)",7,,,0,N,322.6,317.9,313.6,Improved,Bottom Quartile,Y,19,719712
JALAN BESAR PLAZA,"101 KITCHENER ROAD, SINGAPORE 208511",Office Building,Large,No,1985,,Not Certified,No,16815,59,97,,Water Cooled Chilled Water Plant,2,,,0,N,124.2,121.8,120.4,Improved,Top Quartile,Y,33,2024526
HOTEL CONFORTO,"16 CARPENTER STREET, SINGAPORE 059905",Hotel,Small,No,2009,,Not Certified,No,650,46,80,24,"Others (Split Units, Unitary Systems)",0,,,100,N,206.9,141.5,144.7,Worsened,Top Quartile,Y,9,94054.99999999999
ICB SHOPPING CENTRE,"6 YIO CHU KANG ROAD, SINGAPORE 545521",Mixed Development,,No,1977,,Not Certified,No,1945,40,90,6,"Others (Split Units, Unitary Systems)",1,,,0,N,15.7,18.2,18.4,Worsened,Top Quartile,Y,41,35788
,"50 KEONG SAIK ROAD, SINGAPORE 089154",Hotel,Small,No,1929,,Not Certified,No,1278,82,80,32,"Others (Split Units, Unitary Systems)",5,,,50,N,264.6,278,267.5,Improved,3rd Quartile,Y,89,341865
WANDERLUST HOTEL,"2 DICKSON ROAD, SINGAPORE 209494",Hotel,Small,No,1938,,Not Certified,No,867,81,75,29,"Others (Split Units, Unitary Systems)",0,,,20,N,730.2,741.7,727,Improved,Bottom Quartile,Y,80,630309
,,Educational Institution,,,,,,Yes,,,,,,,,,,,139.2,138.3,133.8,Improved,,,,
SELEGIE CENTRE,"189 SELEGIE ROAD, SINGAPORE 188332",Retail Building,Small,No,1986,,Not Certified,No,2019,100,90,,Water Cooled Chilled Water Plant,20,1,,0,N,384.1,449.9,474.6,Worsened,3rd Quartile,Y,32,958217.4
,,Retail Building,Large,,,,,Yes,,,,,,,,,,,398.3,409.3,411.8,Worsened,2nd Quartile,N,,
,"31 INTERNATIONAL BUSINESS PARK, SINGAPORE 609921",Office Building,Large,No,1997,,Not Certified,No,61720,96,80,,Water Cooled Chilled Water Plant,19,,,0,N,260.8,179,142.8,Improved,Top Quartile,Y,21,8813616
THE DOMAIN,"914 EAST COAST ROAD, SINGAPORE 459108",Retail Building,Small,No,1994,,Not Certified,No,2639,24,100,,"Others (Split Units, Unitary Systems)",10,,,0,N,146.1,161.4,139.5,Improved,Top Quartile,Y,24,368140.5
BEAUTY WORLD PLAZA,"140 UPPER BUKIT TIMAH ROAD, SINGAPORE 588176",Office Building,Small,No,1983,,Not Certified,No,4859,43,90,,Water Cooled Chilled Water Plant,8,0.99,2016,100,N,292.2,293.8,297.9,Worsened,Bottom Quartile,Y,35,1447496.0999999999
